SiteID,period,sen_richness,p_richness,mean_salinity,mean_organic,seg_id_nat,HFP_period,Protocol,HYBAS_ID,elevation,sen_temp,p_temp,mean_temp,mean_Q,zone,Longitude,Latitude
S2268,2005_2018,-0.040909091,0.220671362,558.4887085,24.8760025,20453239,29,Electrofishing_wholesection,2040021030,143,0.0692817662670908,0.3810744816092943,14.096004687776064,119.1876225017186,Warm,2.525108779,47.075
S2269,1982_2004,0,1,235.5557831,48.02153759,20462599,10.852497,Electrofishing_wholesection,2040021030,198,0.0340475618571509,0.0506570300941187,13.392178458374126,10.123184082603384,Warm,2.187920026,46.68046
S2269,2005_2018,-0.140909091,0.462432726,233.3756012,49.92846718,20462599,10.852498,Electrofishing_wholesection,2040021030,198,0.0511463487938231,0.3810744816092943,13.78307866002448,8.08370001344944,Warm,2.187920026,46.68046
S2271,1982_2004,0.174242424,0.898600835,305.307616,20.9552737,20447506,25.270485,Electrofishing_wholesection,2040021030,208,0.0437529618809199,0.1015368339673374,13.463937460043583,90.54769268658558,Warm,2.825422223,47.28318
S2271,2005_2018,-0.041666667,0.37109337,359.5176773,31.19938326,20447506,26.270487,Electrofishing_wholesection,2040021030,208,0.0487586219798691,0.2735614117247491,13.833635144432176,95.37077393656544,Warm,2.825422223,47.28318
S2272,1982_2004,0.285714286,0.874496641,357.9718628,23.03740285,20441264,31,Electrofishing_partialsection,2040021030,85,0.0342075747335533,0.0725086672874208,14.747802525695066,49.29298504831727,Warm,1.189954012,47.48546
S2272,2005_2018,-0.5,0.01549094,753.9159684,53.86289163,20441264,31,Electrofishing_partialsection,2040021030,85,0.0464659643000047,0.3244236905215787,15.108805147751193,41.88869844406668,Warm,1.189954012,47.48546
S2286,1982_2004,NA,NA,260.7352905,17.56327438,20467932,21.629547,Electrofishing_partialsection,2040021030,248,0.0329818751172676,0.0303373748118374,13.275309073763742,6.434203933898345,Warm,2.020550736,46.55139
S2286,2005_2018,-0.125,0.410948027,260.4021378,16.15050586,20467932,17.629547,Electrofishing_partialsection,2040021030,248,0.053811659953596,0.2284398089886754,13.649990166884864,7.970494990729833,Warm,2.020550736,46.55139
S2288,1982_2004,0.125,0.056738221,451.4996556,80.34017672,20267777,24,Electrofishing,2040048790,22,0.0464554657054115,0.0201190547344456,11.00609198058136,5.683628896499038,Intermediate,-0.79781576,54.2088
S2288,2005_2018,-0.142857143,0.036562191,456.1238534,90.91499818,20267777,21,Electrofishing,2040048790,22,0.0271686222067355,0.511220344688192,11.216590244755215,5.567373083934887,Intermediate,-0.79781576,54.2088
S2290,1982_2004,0,0.772829993,502.9230469,54.43019562,20445211,35,Electrofishing_partialsection,2040021030,53,0.0338137946838017,0.0644965282504244,15.718075943675824,671.8573009435379,Warm,0.479755215,47.34448
S2290,2005_2018,0,0.150044188,591.4954365,61.56876241,20445211,35,Electrofishing_partialsection,2040021030,53,0.0128880460525901,1,15.77125050850202,594.3966272324787,Warm,0.479755215,47.34448
S2292,1982_2004,-0.105555556,0.267257493,9.388206674,1.150661826,20205847,6.3394666,Electrofishing_backpack,2040031500,194,0.0106665445286184,0.3692092650321579,8.293750831916519,9.276176513578482,Intermediate,13.64299,57.50647
S2292,2005_2018,0,0.261750448,9.283464337,0.851925397,20205847,5.3394666,Electrofishing_backpack,2040031500,194,0.0142956689276405,0.511220344688192,8.848697461510097,10.544337001624998,Intermediate,13.64299,57.50647
S2293,1982_2004,0,0.873448622,253.9858634,15.47290074,20445834,24,Electrofishing_partialsection,2040021030,169,0.0385890938314911,0.1255701989229427,14.088097384174306,503.51569000733,Warm,2.867899215,47.33833
S2293,2005_2018,-0.25,0.281508306,310.4259745,24.91422454,20445834,20,Electrofishing_partialsection,2040021030,169,0.0610980716889804,0.1546297519658153,14.337399847677483,451.4446515933426,Warm,2.867899215,47.33833
S23,1982_2004,NA,NA,NA,NA,20328623,44,Electrofishing,2040048790,54,0.0587199245162236,0.0112317769010268,12.26702934462005,5.779752038205335,Intermediate,-0.003797489,51.80247
S23,2005_2018,0,0.06619258,3217.298882,64.56403689,20328623,45,Electrofishing,2040048790,54,0.0352895148315655,0.511220344688192,12.581246060949857,5.6238754158561255,Intermediate,-0.003797489,51.80247
S2301,1982_2004,0,1,6.934067369,0.339216352,20205778,6.629548,Electrofishing_backpack,2040031500,145,0.013963951179581,0.1015368339673374,9.19617999813672,8.858952327631421,Intermediate,12.78454,57.49376
S2301,2005_2018,0,0.006448173,7.818153954,0.305478808,20205778,6.629548,Electrofishing_backpack,2040031500,145,0.0217186390494381,0.4434214028640828,9.601189854113407,10.856814857672502,Intermediate,12.78454,57.49376
S2302,1982_2004,0,0.028853789,12.70352952,1.134436136,20206085,40,Electrofishing_backpack,2040031500,72,0.015522185307475,0.1866605224155817,9.329517989767682,22.23010291534708,Intermediate,12.62902,57.49095
S2302,2005_2018,0,0.501442175,14.11301479,0.654669991,20206085,39,Electrofishing_backpack,2040031500,72,0.0270475524334535,0.3244236905215787,9.723369087176218,25.886079495189826,Intermediate,12.62902,57.49095
S2311,1982_2004,NA,NA,1139.865448,57.76573563,20344296,30,Electrofishing,2040048790,75,0.0356609372005472,0.0725086672874208,12.357755956396382,1.257667462134883,Intermediate,-0.804627459,51.16313
S2311,2005_2018,-0.2,0.026224181,1221.575178,52.05689948,20344296,30,Electrofishing,2040048790,75,0.02306690473781,0.3244236905215787,12.572779613024547,1.2647672548270543,Intermediate,-0.804627459,51.16313
S2314,1982_2004,-0.055555556,0.437641335,7.453728888,0.699915899,20205847,8,Electrofishing_backpack,2040031500,191,0.0106665445286184,0.3692092650321579,8.293750831916519,9.276176513578482,Intermediate,13.7028,57.52553
S2314,2005_2018,-0.111111111,0.696727424,8.077599763,0.633761903,20205847,8,Electrofishing_backpack,2040031500,191,0.0142956689276405,0.511220344688192,8.848697461510097,10.544337001624998,Intermediate,13.7028,57.52553
S2317,1982_2004,0,0.064457718,191.2082894,0.77439146699999994,20206231,36.098614,Electrofishing_backpack,2040031500,36,0.0149842889887429,0.4281777903096384,9.29822773454696,5.12526485663862,Intermediate,12.02363,57.48643
S2317,2005_2018,NA,NA,NA,NA,20206231,36.09861,Electrofishing_backpack,2040031500,36,0.0301228646499531,0.5840703669455065,9.795284520175969,4.983344148788135,Intermediate,12.02363,57.48643
S2318,1982_2004,0,0.622742426,146.4736867,0.668174669,20206362,31.39922,Electrofishing_backpack,2040031500,24,0.0127452270846788,0.3417178800455669,9.375656233680532,17.451430262403477,Intermediate,12.12423,57.49319
S2318,2005_2018,-0.05,0.79400268,148.1637756,0.554065758,20206362,19.39922,Electrofishing_backpack,2040031500,24,0.0301056042892137,0.3244236905215787,9.857864227662896,19.25778837756804,Intermediate,12.12423,57.49319
S2320,1982_2004,-0.5,0.540291375,152.2960052,0.856957555,20205703,19.047438,Electrofishing_backpack,2040031500,29,0.0128032853064627,0.2452110609976798,9.488211776649203,17.63695629737889,Intermediate,12.1603,57.49468
S2320,2005_2018,0,1,146.9017385,0.551202108,20205703,17.047438,Electrofishing_backpack,2040031500,29,0.0352263106639414,0.2284398089886754,9.953313199662327,19.49984278600587,Intermediate,12.1603,57.49468
S2321,1982_2004,0,0.365112227,146.2728695,0.685407454,20205703,18.87868,Electrofishing_backpack,2040031500,40,0.0128032853064627,0.2452110609976798,9.488211776649203,17.63695629737889,Intermediate,12.16659,57.49531
S2321,2005_2018,-0.118055556,0.02796557,148.3268242,0.568624578,20205703,14.878679,Electrofishing_backpack,2040031500,40,0.0352263106639414,0.2284398089886754,9.953313199662327,19.49984278600587,Intermediate,12.16659,57.49531
S2330,1982_2004,0,0.051829927,147.0836291,0.769321152,20206362,31.39922,Electrofishing_backpack,2040031500,23,0.0127452270846788,0.3417178800455669,9.375656233680532,17.451430262403477,Intermediate,12.13081,57.4976
S2330,2005_2018,NA,NA,NA,NA,20206362,19.39922,Electrofishing_backpack,2040031500,23,0.0301056042892137,0.3244236905215787,9.857864227662896,19.25778837756804,Intermediate,12.13081,57.4976
S2335,1982_2004,0,0.080855598,13.80007617,0.958582535,20205778,31.757507,Electrofishing_backpack,2040031500,84,0.013963951179581,0.1015368339673374,9.19617999813672,8.858952327631421,Intermediate,12.73936,57.51794
S2335,2005_2018,0,1,13.8332448,0.519150147,20205778,17.757507,Electrofishing_backpack,2040031500,84,0.0217186390494381,0.4434214028640828,9.601189854113407,10.856814857672502,Intermediate,12.73936,57.51794
S2338,1982_2004,0,0.042582798,203.798214,0.669431094,20206231,36.20943,Electrofishing_backpack,2040031500,36,0.0149842889887429,0.4281777903096384,9.29822773454696,5.12526485663862,Intermediate,12.01219,57.5002
S2338,2005_2018,0,0.103876157,208.317155,0.535476515,20206231,36.20943,Electrofishing_backpack,2040031500,36,0.0301228646499531,0.5840703669455065,9.795284520175969,4.983344148788135,Intermediate,12.01219,57.5002
S2339,1982_2004,0.090909091,0.038822846,77.62289238,0.550778627,20205842,7.526984,Electrofishing_backpack,2040031500,76,0.0088740388163881,0.3155727359639027,9.37311298280282,17.839065748707466,Intermediate,12.31356,57.50941
S2339,2005_2018,0,1,77.43336105,0.310594313,20205842,6.526984,Electrofishing_backpack,2040031500,76,0.0343937073477396,0.2735614117247491,9.8407194899604,19.95821648668242,Intermediate,12.31356,57.50941
S2341,1982_2004,NA,NA,NA,NA,20464804,11.980028,Electrofishing_partialsection,2040021030,108,0.0426284550491913,0.0231288686644837,14.342655522875043,2.18308457360025,Warm,0.90716637,46.66652
S2341,2005_2018,-0.125,0.356440986,199.579895,32.37120002,20464804,11.980028,Electrofishing_partialsection,2040021030,108,0.0515633922817873,0.3244236905215787,14.786426933870976,2.6674071481997186,Warm,0.90716637,46.66652
S2342,1982_2004,0,0.288844366,77.60822906,0.497255737,20206165,7.526984,Electrofishing_backpack,2040031500,85,0.0109950680535563,0.3417178800455669,9.139304672025336,4.329902550561459,Intermediate,12.32522,57.51031
S2342,2005_2018,0,0.080855598,77.39370092,0.341426574,20206165,6.526984,Electrofishing_backpack,2040031500,85,0.0247235107894893,0.5840703669455065,9.633224633479,3.4933023619335275,Intermediate,12.32522,57.51031
S2347,1982_2004,NA,NA,NA,NA,20431632,45,Electrofishing_partialsection,2040021030,88,0.0467207573122786,0.0725086672874208,14.595183673855248,620.9439505471228,Warm,1.701561135,47.82304
S2347,2005_2018,0,1,529.1025581,34.30061019,20431632,45,Electrofishing_partialsection,2040021030,88,0.0498813852445804,0.3244236905215787,14.9269591294615,552.5864086542841,Warm,1.701561135,47.82304
S2349,1982_2004,NA,NA,NA,NA,20448812,37,Electrofishing_partialsection,2040021030,31,0.0571032326079115,0.0082650584904775,16.162878530876238,607.8384264956733,Warm,0.160954923,47.23758
S2349,2005_2018,0,0.791081513,514.2408485,49.93906403,20448812,37,Electrofishing_partialsection,2040021030,31,-0.0303214696462426,0.6614159170078631,16.32726285303979,536.512366677412,Warm,0.160954923,47.23758
S235,1982_2004,0,1,590.9203084,37.04114342,20236637,36.706013,Electrofishing_backpack,2040031500,19,0.0193131797747055,0.3155727359639027,10.030370300415328,2.7857997551609675,Intermediate,13.11664,55.78672
S235,2005_2018,0.125,0.540291375,527.4343668,33.89912732,20236637,35.706017,Electrofishing_backpack,2040031500,19,0.0541350303059694,0.1888874775395375,10.54641134535458,3.5420959061951107,Intermediate,13.11664,55.78672
S2353,1982_2004,NA,NA,NA,NA,20443619,16.254135,Electrofishing_partialsection,2040021030,128,0.0358248967306167,0.0813178739034836,13.64536994776544,7.294465119064539,Warm,2.178751976,47.46711
S2353,2005_2018,0,1,229.3898071,14.77891274,20443619,14.254134,Electrofishing_partialsection,2040021030,128,0.0601369632815194,0.1888874775395375,14.047089107608818,9.549260751583889,Warm,2.178751976,47.46711
S2354,1982_2004,NA,NA,NA,NA,20445327,22.599632,Electrofishing_partialsection,2040021030,119,0.042280054915309,0.0572296357328574,14.00799058079568,3.4645599985062203,Warm,2.056511834,47.34559
S2354,2005_2018,0,0.367070024,337.2172496,12.49540893,20445327,22.599632,Electrofishing_partialsection,2040021030,119,0.0580207910474519,0.3244236905215787,14.391471391161136,5.132791314186507,Warm,2.056511834,47.34559
S2358,1982_2004,0,0.907038481,6.35199817,0.505637652,20205847,5.526984,Electrofishing_backpack,2040031500,236,0.0106665445286184,0.3692092650321579,8.293750831916519,9.276176513578482,Intermediate,13.75411,57.54829
S2358,2005_2018,0.083333333,0.579099742,6.914432144,0.385482949,20205847,5.526984,Electrofishing_backpack,2040031500,236,0.0142956689276405,0.511220344688192,8.848697461510097,10.544337001624998,Intermediate,13.75411,57.54829
S236,2005_2018,0.083333333,1,315.279953,1.424649865,20425992,37,Electrofishing_partialsection,2040023010,190,0.0883046209979464,0.0214887391196774,11.539699501354187,25.808759927286246,Intermediate,7.330537656,48.01606
S236,1982_2004,NA,NA,384.3574829,2.099193811,20425992,26,Electrofishing_partialsection,2040023010,190,0.0137402563560993,0.169645513311097,11.084881371275598,24.06945253964232,Intermediate,7.330537656,48.01606
S2362,1982_2004,NA,NA,10.59161758,1.165533543,20205134,12,Electrofishing_backpack,2040031500,167,0.0084930860117234,0.6726109872286647,8.64518084507078,8.886034403008633,Intermediate,13.11696,57.53848
S2362,2005_2018,0.166666667,0.147798384,11.66919027,0.733560839,20205134,11,Electrofishing_backpack,2040031500,167,0.008401018946883,0.8266659696701553,9.22280424728306,9.203303819735266,Intermediate,13.11696,57.53848
S2363,1982_2004,0.2,1.9881e-4,116.6738408,0.501208742,20205842,16.798437,Electrofishing_backpack,2040031500,65,0.0088740388163881,0.3155727359639027,9.37311298280282,17.839065748707466,Intermediate,12.21176,57.51657
S2363,2005_2018,0,0.169564145,116.9595776,0.273737162,20205842,14.798438,Electrofishing_backpack,2040031500,65,0.0343937073477396,0.2735614117247491,9.8407194899604,19.95821648668242,Intermediate,12.21176,57.51657
S2370,1982_2004,1,0.540291375,566.101237,35.08893394,20348527,25,Electrofishing,2040048790,46,0.0287060303691024,0.169645513311097,12.242791023177723,1.7322323361257848,Intermediate,-0.816606705,50.99264
S2370,2005_2018,0,0.478224119,474.4077388,21.81853189,20348527,18,Electrofishing,2040048790,46,0.0248849879047512,0.5840703669455065,12.462612347863097,2.0485912103411783,Intermediate,-0.816606705,50.99264
S2373,1982_2004,NA,NA,NA,NA,20447035,31.646446,Electrofishing_partialsection,2040021030,85,0.0428837194137958,0.0813178739034836,15.008070953902918,357.97340143580146,Warm,1.375199245,47.27094
S2373,2005_2018,0.222222222,0.228757317,528.3928772,23.09814105,20447035,32.646446,Electrofishing_partialsection,2040021030,85,0.0323356698084179,0.511220344688192,15.19153123897584,325.50908385942734,Warm,1.375199245,47.27094
S2375,1982_2004,NA,NA,NA,NA,20461265,20,Electrofishing_partialsection,2040021030,163,0.0401242930619195,0.0506570300941187,13.899624183210657,5.709921382791343,Warm,2.428886264,46.7679
S2375,2005_2018,0,0.651998474,308.0986023,31.88347435,20461265,13,Electrofishing_partialsection,2040021030,163,0.0516398114157574,0.2735614117247491,14.190774575039224,8.386519268190698,Warm,2.428886264,46.7679
S2378,1982_2004,NA,NA,NA,NA,20449561,15.52326,Electrofishing_partialsection,2040021030,97,0.0469260382404355,0.0447289373136521,13.77880447436831,19.17499454369456,Warm,1.687281839,47.23139
S2378,2005_2018,0,1,323.6756795,30.21219969,20449561,15.52326,Electrofishing_partialsection,2040021030,97,0.0616711901983006,0.3810744816092943,14.314129011028042,23.315821496783883,Warm,1.687281839,47.23139
S2379,1982_2004,NA,NA,508.0953064,57.90533447,20432505,28,Electrofishing_partialsection,2040021030,81,0.0310776651921109,0.0813178739034836,13.761125783480558,8.532362743195927,Warm,0.720292354,47.78178
S2379,2005_2018,0,0.382733089,497.995519,63.96015009,20432505,29,Electrofishing_partialsection,2040021030,81,0.0249383644924563,0.4434214028640828,14.062816607374735,9.501114484064958,Warm,0.720292354,47.78178
S2382,1982_2004,0,0.045296236,6.503039967,0.529696075,20204283,5.526984,Electrofishing_backpack,2040031500,241,0.0156561561162922,0.398035689594248,8.386905700857854,3.5820084796509577,Intermediate,13.79098,57.55814
S2382,2005_2018,0,1,6.914432144,0.385482949,20204283,5.526984,Electrofishing_backpack,2040031500,241,0.0084654479427707,0.4434214028640828,8.931808446867644,4.908922044178852,Intermediate,13.79098,57.55814
S2386,1982_2004,NA,NA,NA,NA,20457617,36,Electrofishing_partialsection,2040021030,112,0.0449854042928232,0.0813178739034836,14.314916251679865,116.75997670824346,Warm,1.40737565,46.9039
S2386,2005_2018,0,0.247159973,314.9774119,32.99661064,20457617,30,Electrofishing_partialsection,2040021030,112,0.0426714654082853,0.3244236905215787,14.625647578025967,109.31855489636402,Warm,1.40737565,46.9039
S2387,1982_2004,0,0.426776737,7.91465807,0.772501785,20204743,13,Electrofishing_backpack,2040031500,193,0.012747471860088,0.3155727359639027,8.251839139837951,10.218283104141152,Intermediate,13.70197,57.55741
S2387,2005_2018,0.166666667,0.158708733,8.077599763,0.633761903,20204743,13,Electrofishing_backpack,2040031500,193,0.0148373365322225,0.5840703669455065,8.814451327731787,11.061623079252614,Intermediate,13.70197,57.55741
S2388,1982_2004,NA,NA,NA,NA,20464335,25,Electrofishing_partialsection,2040021030,111,0.0341531957276419,0.0644965282504244,14.796014793512969,171.7149506625693,Warm,1.030771942,46.64731
S2388,2005_2018,0,1,189.2895559,30.5715669,20464335,25,Electrofishing_partialsection,2040021030,111,0.0601636616261656,0.3244236905215787,15.132604854103564,163.83009651079456,Warm,1.030771942,46.64731
S2389,1982_2004,NA,NA,NA,NA,20455819,24,Electrofishing_partialsection,2040021030,134,0.0402109370076164,0.0265222350895124,13.978750672289284,47.92857773412316,Warm,2.027509165,47.00607
S2389,2005_2018,0.166666667,0.435694799,507.535787,32.57488727,20455819,25,Electrofishing_partialsection,2040021030,134,0.0383245366960069,0.3810744816092943,14.374479239531295,43.07775403368695,Warm,2.027509165,47.00607
S2390,1982_2004,-0.03125,0.37109337,9.48875916,1.129003629,20205847,8,Electrofishing_backpack,2040031500,205,0.0106665445286184,0.3692092650321579,8.293750831916519,9.276176513578482,Intermediate,13.63736,57.5564
S2390,2005_2018,0.097222222,0.148914673,10.20645599,0.973773825,20205847,7,Electrofishing_backpack,2040031500,205,0.0142956689276405,0.511220344688192,8.848697461510097,10.544337001624998,Intermediate,13.63736,57.5564
S2391,1982_2004,NA,NA,NA,NA,20447500,28.440983,Electrofishing_partialsection,2040021030,40,0.0336280376992648,0.0725086672874208,14.318109787095835,21.752793158034653,Warm,0.388113167,47.28201
S2391,2005_2018,0,0.680989512,503.6242879,46.42067846,20447500,24.440983,Electrofishing_partialsection,2040021030,40,0.0439754992063711,0.511220344688192,14.601122251520383,20.718438076041235,Warm,0.388113167,47.28201
S2393,1982_2004,NA,NA,NA,NA,20430304,34.478226,Electrofishing_partialsection,2040021030,97,0.0450321094193709,0.0572296357328574,14.42800966612097,557.2493244893237,Warm,1.840413986,47.87274
S2393,2005_2018,0.166666667,0.242312732,936.8233642,9.095854123,20430304,35.478226,Electrofishing_partialsection,2040021030,97,0.0485006338529755,0.3810744816092943,14.728025626333975,494.6162393060318,Warm,1.840413986,47.87274
S2397,1982_2004,NA,NA,NA,NA,20422775,11.251329,Electrofishing_partialsection,2040022150,89,0.0388137206183568,0.0572296357328574,13.808135102964842,27.475448921881075,Warm,2.636849706,48.11056
S2397,2005_2018,0,1,553.4298096,49.33926201,20422775,12.25133,Electrofishing_partialsection,2040022150,89,0.0463457694601412,0.3810744816092943,14.339207670859746,23.008509006239446,Warm,2.636849706,48.11056
S2398,1982_2004,NA,NA,727.5463867,62.15962219,20441041,21.379547,Electrofishing_partialsection,2040021030,76,0.0352926297875029,0.1015368339673374,13.5359194877119,7.684171272702714,Warm,1.260210995,47.49394
S2398,2005_2018,0,0.241566587,884.8769328,52.90993595,20441041,24.379547,Electrofishing_partialsection,2040021030,76,0.0531518030099998,0.3244236905215787,14.017343785101115,5.842089757415624,Warm,1.260210995,47.49394
S24,1982_2004,0.111111111,0.205430484,247.4182561,1.513531953,20424588,29,Electrofishing_partialsection,2040023010,404,0.0104533415554126,0.3155727359639027,11.045286173388613,24.592325301055943,Intermediate,7.23979786,48.0705
S24,2005_2018,NA,NA,308.600586,1.950550199,20424588,31,Electrofishing_partialsection,2040023010,404,0.0638219478817353,0.0160061551531631,11.408135035395476,23.649650404576622,Intermediate,7.23979786,48.0705
S2400,1982_2004,-1,0.540291375,2576.026082,45.3233401,20344296,44,Electrofishing,2040048790,107,0.0356609372005472,0.0725086672874208,12.357755956396382,1.257667462134883,Intermediate,-0.819484756,51.2041
S2400,2005_2018,0,0.271818443,2756.067963,46.30748654,20344296,44,Electrofishing,2040048790,107,0.02306690473781,0.3244236905215787,12.572779613024547,1.2647672548270543,Intermediate,-0.819484756,51.2041
S2401,1982_2004,NA,NA,NA,NA,20455008,35,Electrofishing_partialsection,2040021030,51,0.0405692174747371,0.0644965282504244,14.77108397027772,228.1461573841084,Warm,0.600168131,47.00615
S2401,2005_2018,0,0.680989512,326.22509,26.61195787,20455008,37,Electrofishing_partialsection,2040021030,51,0.0581233717657911,0.1888874775395375,15.1603026528264,204.2406675476564,Warm,0.600168131,47.00615
S2402,1982_2004,NA,NA,NA,NA,20448812,15.405925,Electrofishing_partialsection,2040021030,33,0.0571032326079115,0.0082650584904775,16.162878530876238,607.8384264956733,Warm,0.112092955,47.27528
S2402,2005_2018,0,0.071239072,521.2216695,95.7348315,20448812,20.405924,Electrofishing_partialsection,2040021030,33,-0.0303214696462426,0.6614159170078631,16.32726285303979,536.512366677412,Warm,0.112092955,47.27528
S2404,1982_2004,NA,NA,NA,NA,20442828,20.629547,Electrofishing_partialsection,2040021030,111,0.0356965925308614,0.0813178739034836,13.984027090225666,5.842967274684046,Warm,2.067357675,47.43262
S2404,2005_2018,-0.30952381,0.029065389,346.7415104,20.03371173,20442828,19.629547,Electrofishing_partialsection,2040021030,111,0.0584441870700551,0.2284398089886754,14.3667283161125,7.547070191912256,Warm,2.067357675,47.43262
S2405,1982_2004,NA,NA,NA,NA,20446308,17.411217,Electrofishing_partialsection,2040021030,89,0.0396678719187585,0.0644965282504244,13.81597725093015,9.246078617171037,Warm,1.670800734,47.3206
S2405,2005_2018,0.333333333,0.247888463,533.9504547,30.94745612,20446308,13.411216,Electrofishing_partialsection,2040021030,89,0.0777524399845733,0.1253111113894243,14.269555659467942,9.760711829104151,Warm,1.670800734,47.3206
S2406,1982_2004,0.139423077,0.067577263,2113.247583,87.83604661,20320647,45,Electrofishing,2040048790,75,0.0504218610606694,0.0096472019919642,12.043402294475763,5.697668932878163,Intermediate,-0.822540896,52.07439
S2406,2005_2018,0,0.540291375,2153.326538,59.56251272,20320647,45,Electrofishing,2040048790,75,0.0508485111762443,0.511220344688192,12.212816964179105,5.030300092383565,Intermediate,-0.822540896,52.07439
S2416,1982_2004,0,0.175461524,7.380264861,0.765784404,20204476,9,Electrofishing_backpack,2040031500,198,0.0123495995842341,0.3692092650321579,8.215062954058858,8.871047424277167,Intermediate,13.72061,57.56436
S2416,2005_2018,-0.5,0.148561775,7.847312569,0.612966232,20204476,9,Electrofishing_backpack,2040031500,198,0.0145019056551876,0.511220344688192,8.7759275147202,9.801143097221882,Intermediate,13.72061,57.56436
S242,1982_2004,0,0.096092329,525.312616,18.22474089,20236888,24.36644,Electrofishing_backpack,2040031500,36,0.0186907562499198,0.3417178800455669,10.042929742988385,2.7587856260480974,Intermediate,13.24018,55.80212
S242,2005_2018,0,0.332165001,541.1165497,23.89086847,20236888,19.36644,Electrofishing_backpack,2040031500,36,0.0534874103910192,0.1888874775395375,10.563839638101314,3.509147027612079,Intermediate,13.24018,55.80212
S2421,1982_2004,NA,NA,6.020136356,0.304937959,20204476,6.629548,Electrofishing_backpack,2040031500,221,0.0123495995842341,0.3692092650321579,8.215062954058858,8.871047424277167,Intermediate,13.7538,57.5658
S2421,2005_2018,0,1,6.348860196,0.314731706,20204476,6.629548,Electrofishing_backpack,2040031500,221,0.0145019056551876,0.511220344688192,8.7759275147202,9.801143097221882,Intermediate,13.7538,57.5658
S2422,1982_2004,NA,NA,1115.733917,89.17539215,20295758,34.09861,Electrofishing,2040048790,15,0.0471065234504527,0.015108741031786,11.81566821206516,3.050983791279922,Intermediate,-0.827768682,53.02032
S2422,2005_2018,-0.041666667,0.79400268,2925.729248,116.2107239,20295758,35.09861,Electrofishing,2040048790,15,0.026617330571385,0.3810744816092943,12.089732715527092,3.163186496376356,Intermediate,-0.827768682,53.02032
S2431,1982_2004,0,0.63660163299999994,7.557244171,0.762504028,20204476,13,Electrofishing_backpack,2040031500,194,0.0123495995842341,0.3692092650321579,8.215062954058858,8.871047424277167,Intermediate,13.71107,57.57049
S2431,2005_2018,0,1,8.204169749,0.65452323,20204476,13,Electrofishing_backpack,2040031500,194,0.0145019056551876,0.511220344688192,8.7759275147202,9.801143097221882,Intermediate,13.71107,57.57049
S2432,1982_2004,0.142857143,0.066081916,7.61785113,0.781916666,20204476,7.728224,Electrofishing_backpack,2040031500,195,0.0123495995842341,0.3692092650321579,8.215062954058858,8.871047424277167,Intermediate,13.72862,57.57077
S2432,2005_2018,0,0.488180569,8.166173049,0.639375572,20204476,7.728224,Electrofishing_backpack,2040031500,195,0.0145019056551876,0.511220344688192,8.7759275147202,9.801143097221882,Intermediate,13.72862,57.57077
S2433,1982_2004,0.154761905,1,8.805820847,0.6696899,20204165,12,Electrofishing_backpack,2040031500,159,0.0084373926307819,0.5612202073936174,8.604493000312731,9.81502765445552,Intermediate,12.99352,57.55743
S2433,2005_2018,0,0.680989512,9.347308556,0.609864707,20204165,12,Electrofishing_backpack,2040031500,159,0.0122364481363996,0.5840703669455065,9.056337592788816,10.784995279655082,Intermediate,12.99352,57.55743
S2441,1982_2004,0.090909091,0.019964453,156.4258067,0.628694354,20205129,28.129547,Electrofishing_backpack,2040031500,54,0.0110757622912465,0.169645513311097,9.357961175190418,5.481722115184124,Intermediate,12.14133,57.54088
S2441,2005_2018,0,0.21744906,147.7124532,0.284574156,20205129,17.129547,Electrofishing_backpack,2040031500,54,0.0353546077952682,0.1253111113894243,9.774199296458656,6.369973510344914,Intermediate,12.14133,57.54088
S2443,1982_2004,-0.285714286,0.218862948,1862.992972,114.5052828,20320877,36,Electrofishing,2040048790,74,0.050401337968389,0.0112317769010268,12.015608033511194,5.241078975405443,Intermediate,-0.847314211,52.06315
S2443,2005_2018,0,0.367070024,2005.975708,89.51182683,20320877,36,Electrofishing,2040048790,74,0.0513904287989795,0.511220344688192,12.178094240658313,4.653201065099501,Intermediate,-0.847314211,52.06315
S2444,1982_2004,0,0.005912634,150.7977672,0.580612554,20205129,38.426094,Electrofishing_backpack,2040031500,45,0.0110757622912465,0.169645513311097,9.357961175190418,5.481722115184124,Intermediate,12.10031,57.54469
S2444,2005_2018,-0.1,0.395765687,152.2125549,0.363795025,20205129,27.426092,Electrofishing_backpack,2040031500,45,0.0353546077952682,0.1253111113894243,9.774199296458656,6.369973510344914,Intermediate,12.10031,57.54469
S2445,1982_2004,0,0.3916879,7.767731921,0.768436311,20204283,13,Electrofishing_backpack,2040031500,203,0.0156561561162922,0.398035689594248,8.386905700857854,3.5820084796509577,Intermediate,13.72212,57.5819
S2445,2005_2018,0,0.903420006,8.166173049,0.639375572,20204283,14,Electrofishing_backpack,2040031500,203,0.0084654479427707,0.4434214028640828,8.931808446867644,4.908922044178852,Intermediate,13.72212,57.5819
S2447,1982_2004,0.5,1,1397.666443,43.679636,20334616,31,Electrofishing,2040048790,66,0.048475394542821,0.0346147634925027,12.47745986225592,12.1956737724694,Intermediate,-0.8497534,51.54609
S2447,2005_2018,0.2,0.208131634,1424.471918,41.20282326,20334616,31,Electrofishing,2040048790,66,0.0517287241634554,0.4434214028640828,12.678465455242646,12.276860126817445,Intermediate,-0.8497534,51.54609
