SiteID,start_year,end_year,n_obs,Protocol,slope_richness,p_richness,slope_temp,p_temp,slope_flow,p_flow,Latitude,Longitude,seg_id_nat,elevation,HFP_mean,slope_salinity,p_salinity,slope_organic,p_organic,mean_salinity,mean_organic,mean_temp,mean_flow,geometry,HYBAS_ID,slope_LCBD,p_LCBD,slope_Fdis,p_Fdis,zone
S7158,2003,2018,14,Electrofishing_backpack,0,0.262602613,0.017691263,0.752641983,0.154389392,0.424684727,64.21652,20.32354,20090574,182,13,-0.7890625,0.027376766,-0.133650906,0.007899662,118.5390549,0.340459257,5.721156472,22.6885099,POINT (20.32354 64.21652),2040030110,6.27E-07,0.443421403,,,Cold
S7279,2004,2018,6,Electrofishing_backpack,0.319438282,0.122985264,0.020718914,0.488422317,-0.191313386,0.483938304,64.82599,18.76749,20075015,247,13,0.074584961,0.692180773,-0.035749316,0.092459595,157.6576996,0.084764838,5.378606553,49.28289293,POINT (18.76749 64.82599),2040030110,4.15E-06,0.259656356,,,Cold
S753,1995,2017,8,Electrofishing_backpack,0,0.935773148,0.044883011,0.001830527,-0.015242473,0.644616605,56.3539,15.42834,20226619,94,13,-3.409118652,0.597354195,0.294463084,0.072508667,152.5645905,1.458086967,10.2094524,2.845485591,POINT (15.42834 56.3539),2040031500,-1.57E-06,0.035447893,,,Intermediate
S760,1985,2018,7,Electrofishing_backpack,0,0.549025445,0.032685557,0.00080717,0.018687118,0.743661356,56.35402,14.86137,20226704,122,13,-0.002773709,0.976347077,0.05713103,0.299404607,128.7868042,0.117825702,9.887919703,4.441270461,POINT (14.86137 56.35402),2040031500,-2.69E-07,1,,,Intermediate
S3394,1990,2017,22,Electrofishing_backpack,0,0.370419953,0.024440092,0.138409766,2.600919596,0.352185553,58.0638,12.13202,20196981,32,13.007507,-0.125996908,0.952737407,-0.135506406,0.034519744,99.14556122,0.387199134,9.643480645,287.9273796,POINT (12.13202 58.0638),2040033320,-1.44E-06,0.002799099,0,1,Intermediate
S345,2007,2017,4,Electrofishing_wholesection,0,1,0.090363829,0.161124949,-0.804158036,0.165530767,45.10991,1.123462254,20502176,201,13.026984,6.486621094,0.755496875,-1.89747111,0.876269664,379.690155,56.58968353,13.89742028,33.4877083,POINT (1.123462254 45.10991),2040020320,-7.86E-08,1,-0.054620918,0.308179547,Warm
S3293,1992,2016,15,Electrofishing_backpack,0,0.004713191,0.014145102,0.413686227,0.457419226,0.087199738,57.977,12.24706,20198945,92,13.127443,0.130472819,0.833515704,-0.102293093,0.065031357,105.9263306,0.386352956,9.099641258,38.59005543,POINT (12.24706 57.977),2040033320,-3.33E-08,0.804336068,,,Intermediate
S11829,2008,2018,10,Electrofishing_backpack,0,0.82169551,0.030479075,0.350201389,0.113953985,0.966955979,46.75285,17.12965,20461782,146,13.129547,107.7443848,0.275757848,-3.339392768,0.212911903,415.1475525,28.91354179,13.065467,28.12962339,POINT (17.12965 46.75285),2040539930,2.94E-06,0.020044669,,,Intermediate
S2249,1994,2017,13,Electrofishing_wholesection,-0.063021812,0.250928403,-0.011127361,0.568337762,-4.641690577,0.28342705,47.33391,0.341121516,20446435,91,13.132359,40.66564128,0.044520524,7.51126976,0.309162695,533.5614624,67.65958405,15.73971853,515.5497711,POINT (0.341121516 47.33391),2040021030,-1.07E-05,0.017343359,0.038587877,0.212911903,Warm
S6623,1990,2016,17,Electrofishing_backpack,0,0.943014764,0.029164143,0.024356021,-1.923313385,0.070519233,62.59783,17.10257,20119798,188,13.169207,1.355091095,0.07299943,0.01007444,0.156310537,119.1614685,0.216073483,6.241329697,342.1026114,POINT (17.10257 62.59783),2040031070,-3.07E-06,0.000628545,0.02566444,0.356592411,Cold
S5940,2003,2018,13,Electrofishing_backpack,0,0.150449205,0.032072104,0.392314347,1.220233058,0.501686579,60.6865,12.91409,20154114,242,13.228224,-26.56179374,0.010279478,-0.058193081,0.095746656,191.589325,0.163821459,7.300226931,117.9865962,POINT (12.91409 60.6865),2040033320,-3.17E-07,0.760332308,0,1,Cold
S5942,2005,2018,10,Electrofishing_backpack,0,0.213277614,0.010541332,0.742556822,0.883319005,0.853464103,60.68829,12.922,20154114,239,13.228224,-11.10461426,0.100518173,-0.01647476,0.443421403,134.9686737,0.114702202,7.353374614,119.6300327,POINT (12.922 60.68829),2040033320,-4.75E-07,0.591505037,0,0.816961322,Cold
S4644,1988,2016,6,Electrofishing_partialsection,-0.22244325,0.313995348,-0.000597814,0.865936215,-0.011719688,0.721174517,50.14869,3.816486305,20370649,149,13.251985,-2.230627441,0.895532903,-12.73151571,0.000899604,590.4921875,74.43913269,12.44410355,9.47663235,POINT (3.816486305 50.14869),2040022160,-1.75E-05,0.132854956,0.073841463,0.462432726,Intermediate
S552,1992,2018,21,Electrofishing_backpack,-0.244420733,0.003530672,0.033631421,0.00521433,-0.031054829,0.519489026,56.22644,15.68433,20229451,46,13.25223,-1.582403564,0.770396161,0.20476532,0.80246136,105.6697922,16.39751434,10.37244178,5.60155545,POINT (15.68433 56.22644),2040031500,-4.25E-06,9.80E-05,0.000877601,0.805900501,Intermediate
S7346,1991,2018,18,Electrofishing_backpack,0,0.001977269,0.029204356,0.003242918,0.118324838,0.246798111,64.92637,20.52503,20072675,116,13.308794,-0.312453649,0.514423659,-0.064166876,0.002504912,163.0216827,0.195001587,5.415225473,23.49576317,POINT (20.52503 64.92637),2040030110,1.07E-06,0.172694363,0,0.870630566,Cold
S2517,1993,2015,18,Electrofishing_partialsection,-0.34807872,0.076841526,0.031266226,0.139144175,-0.142993919,0.185415469,49.42324,4.162760841,20388918,90,13.318684,9.353486903,0.290777169,-4.211157799,0.007062844,423.0528259,24.33592606,12.90754573,20.59522228,POINT (4.162760841 49.42324),2040022150,-1.52E-05,0.000276626,-0.011097172,0.704853461,Warm
S4689,1994,2017,18,Electrofishing_wholesection,-0.240606457,0.014606276,0.012932194,0.535185319,-0.133903401,0.10760872,48.08407,-0.365962911,20426227,112,13.318684,29.95175448,0.157405664,6.185716519,0.24369251,397.8509216,34.03015518,13.47935755,6.53824349,POINT (-0.365962911 48.08407),2040021030,-1.39E-05,0.000370144,-0.009647872,0.303096532,Warm
S6798,1987,2018,29,Electrofishing_backpack,0,0.757640287,0.027831492,0.004100667,-0.123673979,0.063470142,63.60868,19.7048,20103996,69,13.322948,1.260843617,0.004100667,-0.052350049,0.115719755,105.0190353,0.812403798,6.120540144,30.07539304,POINT (19.7048 63.60868),2040030110,-1.74E-06,3.99E-05,0.099252637,0.296269871,Cold
S6809,1989,2018,22,Electrofishing_backpack,0,0.84468092,0.025515345,0.016816372,-0.122894896,0.143534628,63.66073,19.9162,20102079,19,13.338978,0.710912432,0.009193045,-0.209182397,5.53E-05,15.38818741,1.065116048,6.11312482,26.65787374,POINT (19.9162 63.66073),2040030110,-3.75E-06,0.071126727,0,0.617075077,Cold
S11781,1995,2017,6,Electrofishing_backpack,-0.203372304,0.067724745,0.013834854,0.290777169,0.022015056,0.318551874,60.61983,27.77586,20153788,28,13.338979,0.103463067,0.634510293,-0.041913297,0.072508667,7.106241703,1.036362886,7.11826235,3.024962957,POINT (27.77586 60.61983),2040028320,-4.56E-06,0.132854956,,,Cold
S6912,1991,2018,27,Electrofishing_backpack,0,4.95E-05,0.037261002,0.001114807,-0.739828201,0.158512841,63.92231,19.99022,20097375,133,13.339466,0.940602451,0.072201848,-0.105719014,0.000405594,47.30169296,0.135340735,5.474622096,154.2692539,POINT (19.99022 63.92231),2040030110,-3.81E-07,0.07299943,,,Cold
S4686,1994,2016,15,Electrofishing_wholesection,0.335794181,0.159678774,-0.001141437,0.957874599,0.099708977,0.280430652,48.32865,-0.948227209,20418534,161,13.352497,15.86453683,0.169645513,1.840058221,0.39803569,142.4828644,6.010861397,13.0880327,12.84082379,POINT (-0.948227209 48.32865),2040021030,-2.18E-06,0.074824607,0.020509387,1,Warm
S4692,1993,2017,22,Electrofishing_partialsection,-0.216828084,0.218548323,-0.001346983,0.944142,-0.126379721,0.711802484,47.81489,-0.09125947,20431519,42,13.436701,30.9965114,0.07983872,-0.100346157,0.944142,245.816391,41.7294426,14.61320368,20.09164947,POINT (-0.09125947 47.81489),2040021030,-1.86E-05,0.000471328,0.055835755,0.042331038,Warm
S9114,1999,2017,9,Electrofishing_backpack,0,0.843324625,0.013218942,0.52886452,0.548346233,0.170053749,61.41069,29.4046,20141849,55,13.498943,-0.204711914,0.025150934,-0.036973586,0.000606734,137.1533813,0.254247278,6.720425377,79.05327512,POINT (29.4046 61.41069),2040028310,-2.91E-06,0.07633274,-0.009801162,1,Cold
S10292,1997,2017,18,Electrofishing,0,0.000616468,0.010235277,0.381187305,-0.021809887,0.741836229,51.04899,-3.507595183,20347494,230,13.5,11.6273237,0.194126686,2.117580204,0.41489094,176.5994415,3.213460922,11.74903954,5.533979567,POINT (-3.507595183 51.04899),2040048790,2.00E-06,0.255818049,0.011945622,0.206021285,Intermediate
S1462,1989,2018,24,Electrofishing_backpack,0,0.057625622,0.01529382,0.175125146,0.018942032,0.409534945,56.98925,15.62098,20215049,187,13.5,-0.111924115,0.802761792,-0.059821924,0.830475024,47.98191071,2.782277107,9.413604859,6.800188757,POINT (15.62098 56.98925),2040031500,-3.16E-06,0.001631815,,,Intermediate
S2135,2002,2018,9,Electrofishing_backpack,0,0.547689389,0.026979759,0.232248742,-0.076160889,0.453113397,57.44389,15.17853,20206896,166,13.5,2.535395159,0.343419487,0.141838377,0.773080066,50.94987869,4.012063503,9.038901437,6.509354398,POINT (15.17853 57.44389),2040031500,-1.91E-06,0.602167528,,,Intermediate
S2237,1993,2004,12,Electrofishing_partialsection,0,0.290371808,0.068411286,0.450670285,0.1675804,0.312171425,47.41165,1.992485565,20443617,107,13.5,-10.61921387,0.731701723,-4.234646797,0.37269149,280.2963562,11.91340923,14.11113447,6.269862398,POINT (1.992485565 47.41165),2040021030,-3.13E-05,0.011174811,0.01919538,0.63122182,Warm
S2265,1994,2015,18,Electrofishing_partialsection,-0.120342797,0.184475691,0.01155108,0.572782311,0.161424005,0.154272168,47.4467,2.304763966,20443619,161,13.5,22.35703823,0.175895749,2.540027418,0.535024451,241.2550354,15.26719666,13.89329786,7.130683932,POINT (2.304763966 47.4467),2040021030,-1.17E-05,0.023046553,0.053698572,0.033909076,Warm
S2445,1987,2018,29,Electrofishing_backpack,0,0.551236124,0.022700284,0.020397596,0.031412446,0.424324465,57.5819,13.72212,20204283,203,13.5,0.663999719,0.057785055,-0.084170784,0.223895801,7.820718288,0.706876695,8.661552859,4.27339496,POINT (13.72212 57.5819),2040031500,-3.90E-06,0.000163005,,,Intermediate
S2463,1984,2018,29,Electrofishing_backpack,0.240523132,0.002255534,0.028115842,0.003137878,0.038740435,0.241649404,57.59332,13.73402,20204283,203,13.5,0.468322754,0.033153883,-0.03946956,0.320174067,22.15936279,0.789926052,8.599817611,4.152052016,POINT (13.73402 57.59332),2040031500,-2.77E-06,0.006159658,,,Intermediate
S3867,1985,2017,27,Electrofishing_partialsection,0,0.40450704,0.023102914,0.036461269,-0.176403797,0.037813233,49.22789,5.034368743,20394673,179,13.5,6.527859497,0.008830286,2.998756933,0.085454292,294.1992188,17.57707787,12.45206179,15.38314974,POINT (5.034368743 49.22789),2040022150,-8.62E-06,0.004579991,0.002401115,0.738718731,Intermediate
S4024,2001,2018,17,Electrofishing,0,0.000906876,0.009486887,0.761873395,0.072255342,0.404614716,42.87408,-3.068161,20551440,664,13.5,7.015625,1,2.57337443,0.649445669,483.718811,37.25886536,12.93969946,2.941531138,POINT (-3.068161 42.87408),2040016230,-1.64E-06,0.26605176,,,Warm
S4787,1986,2015,4,Electrofishing_backpack,0,0.848401991,0.025874384,0.041963945,0.048575672,0.354103504,59.51552,15.15158,20172755,73,13.5,2.231887817,0.317747348,-0.009544645,0.971535874,185.2482758,1.437100887,8.431266666,12.0512708,POINT (15.15158 59.51552),2040031500,-5.70E-06,0.308179547,,,Intermediate
S4789,1997,2018,4,Electrofishing_backpack,0.08247861,0.737888783,0.02580524,0.259354893,-0.062563418,0.559799169,59.51579,15.15123,20172008,73,13.5,1.789794922,0.8656491,0.071084629,0.693011886,187.0224152,1.413020492,8.570178656,13.44231369,POINT (15.15123 59.51579),2040031500,2.21E-06,0.734095182,,,Intermediate
S7184,1993,2017,18,Electrofishing,0,0.000571578,0.005883845,0.691342048,0.045888738,0.176905969,55.31298,-1.954281756,20245440,161,13.5,-1.118943813,0.761421536,-1.080443543,0.833515704,78.94155121,31.79450989,9.654132327,8.304288294,POINT (-1.954281756 55.31298),2040048790,2.71E-07,0.704853461,0,0.388585768,Intermediate
S7417,1992,2018,24,Electrofishing_backpack,0,0.889274308,0.030933136,0.004579991,0.21877009,0.043405144,65.0645,20.8024,20070673,152,13.5,-0.325327148,0.478451739,-0.037347317,0.144487041,162.4712067,0.274719536,5.507609268,20.70096873,POINT (20.8024 65.0645),2040030110,-2.24E-06,0.0006783,0.152430385,0.296269871,Cold
S832,1994,2006,13,Electrofishing_partialsection,0,0.010060632,0.095707143,0.023987534,-0.049677708,0.783002044,45.117,2.399573096,20501909,746,13.5,30.8671697,0.099508732,1.574073098,0.760332308,90.48413849,14.40086269,11.19512606,3.948886879,POINT (2.399573096 45.117),2040020320,-6.13E-06,0.008706155,-0.045454545,0.077564605,Intermediate
S9632,2002,2018,14,Electrofishing,0,0.400096932,-0.005670135,0.650463123,0.034834514,0.677983607,55.24575,-2.767703066,20247591,179,13.5,-3.515986125,0.483755786,-1.363634745,0.650463123,119.2625198,12.66705036,8.966145225,8.749416842,POINT (-2.767703066 55.24575),2040048790,1.50E-06,0.054990806,-0.001129902,0.82666597,Intermediate
S4405,2000,2017,18,Electrofishing_wholesection,-0.393620006,0.059449437,0.022801311,0.324712384,0.109434217,0.098917999,43.98692,1.895252877,20524870,231,13.629548,12.90779622,0.761873395,-4.662910461,0.404670244,328.1636047,30.42035294,13.35602389,4.491419976,POINT (1.895252877 43.98692),2040020320,-9.48E-06,0.005063754,0.058702331,0.197801027,Warm
S4763,2007,2017,6,Electrofishing_partialsection,0,0.804726162,0.071825482,0.161124949,-0.498863221,0.451230995,48.47162,-0.657414345,20413093,138,13.629548,14.1940918,0.161124949,3.058025996,0.275757848,149.2079468,6.616299152,13.01573419,9.548459859,POINT (-0.657414345 48.47162),2040021030,3.76E-06,0.132854956,-0.079468965,0.452370361,Warm
S1628,1988,2018,27,Electrofishing_backpack,0,0.20512352,0.014800955,0.07712322,0.069647104,0.177587964,57.09669,12.63446,20213038,64,13.681485,0.394925631,0.475320239,0.072026117,0.434311443,24.81733322,1.432553768,9.370731567,10.47620853,POINT (12.63446 57.09669),2040031500,-6.25E-07,0.316995237,-0.005119541,0.145581925,Intermediate
S3056,2002,2017,8,Electrofishing_partialsection,0.368253968,0.136512279,0.026987819,0.821891691,0.229694119,0.598498046,47.66173,5.972459739,20436295,232,13.681485,15.64309379,0.558350909,2.470210736,0.752641983,329.5372009,33.26913834,13.29213666,27.42824944,POINT (5.972459739 47.66173),2040016230,7.97E-07,0.901538627,0.003567368,0.901538627,Warm
S3131,1995,2015,16,Electrofishing_partialsection,0,0.160682062,0.020155938,0.290560755,-0.023189256,0.67688648,49.53303,1.686726922,20386256,130,13.681485,-33.02353044,0.566142728,-15.66029867,0.014447076,635.8444214,62.52840805,12.43121205,17.54941384,POINT (1.686726922 49.53303),2040022150,-6.64E-06,0.042763426,-0.065187612,0.03433985,Intermediate
S4924,2002,2018,10,Electrofishing_backpack,0,0.932506416,0.022813489,0.343419487,-0.021355757,0.82755773,59.62905,16.87377,20169954,34,13.704915,19.93202556,0.127476933,1.199967521,0.232248742,223.0330658,7.634594917,8.746685041,5.154624568,POINT (16.87377 59.62905),2040031500,3.51E-06,0.07363827,0.038461538,1,Intermediate
S2229,1994,2004,11,Electrofishing_partialsection,0.651812512,0.396610631,0.027398497,0.755496875,-0.37431084,0.181884059,46.63939,1.597902583,20464339,144,13.728224,10.10295759,0.876269664,3.459744771,0.640428787,332.7180481,30.88037872,13.77276648,4.879348481,POINT (1.597902583 46.63939),2040021030,-1.52E-06,1,-0.049075312,0.042960146,Warm
S4380,1994,2017,23,Electrofishing_wholesection,-0.599164491,6.05E-07,0.01462233,0.358743003,0.017681544,0.33555283,43.90872,0.729259383,20526664,165,13.728224,299.6884174,0.06283882,9.490253146,0.014063557,1485.149414,32.9460144,14.06363084,3.928341018,POINT (0.729259383 43.90872),2040020320,-2.01E-05,1.53E-06,0.01801815,0.446270736,Warm
S7768,2004,2016,10,Electrofishing_backpack,0,0.370927363,0.039077674,0.200128118,-0.908648889,0.963946125,65.77213,20.80145,20056935,155,13.75,-1.206567383,0.058587575,-0.150013101,0.058587575,164.2826996,0.267237246,4.971254791,267.4611405,POINT (20.80145 65.77213),2040030110,-2.55E-06,0.37109337,,,Cold
S7769,1993,2015,6,Electrofishing_backpack,0,0.567206214,0.034480812,0.005118049,0.349468666,0.55316671,65.77343,20.80017,20056935,155,13.75,0.013289388,1,-0.013976023,0.711571464,164.4334564,0.287289947,4.79519684,262.4716056,POINT (20.80017 65.77343),2040030110,-4.90E-06,0.452370361,,,Cold
S5184,1994,2006,6,Electrofishing_wholesection,0,0.524795909,0.034482405,0.582950558,-0.338075942,0.126113002,43.64351,6.790688844,20532544,368,13.753213,278.6240037,0.24638736,1.084097302,0.669334014,2212.568848,9.508094788,13.80529892,4.983834665,POINT (6.790688844 43.64351),2040016230,-4.84E-06,0.132854956,,,Warm
S10804,2007,2018,11,Electrofishing_backpack,-0.563695042,0.084579058,0.028266814,0.086471128,0.165005856,0.851074215,46.82699,16.94634,20457854,200,13.75342,165.0784804,0.450670285,-2.408965217,0.537133857,652.6940918,19.63067055,12.78881151,32.21691805,POINT (16.94634 46.82699),2040539930,-2.00E-06,0.640428787,0.006929583,1,Intermediate
S4306,1994,2017,24,Electrofishing_partialsection,-0.127405616,0.407966185,0.014971085,0.441931012,-0.179584274,0.176188751,44.91565,1.743605334,20505851,176,13.759295,6.937649814,0.441931012,0.138080319,0.980210979,190.1672974,14.49122906,13.3539438,10.8226546,POINT (1.743605334 44.91565),2040020320,-1.10E-05,0.001931614,0.035530427,0.021065444,Warm
S2795,1986,2014,6,Electrofishing_partialsection,0,0.319598008,0.021350542,0.138370395,-0.068226845,0.117276494,48.53675,4.063831315,20410511,85,13.796728,22.93662417,0.138370395,-0.724063969,0.464434477,411.12146,17.18602753,13.6662279,6.653967231,POINT (4.063831315 48.53675),2040022150,-2.54E-05,0.452370361,,,Warm
S2511,1992,2015,19,Electrofishing_partialsection,0.445557319,0.000222067,0.026138002,0.172491361,-0.014808477,0.454947568,48.67972,3.870386547,20406635,91,13.818684,13.53504639,0.333358243,-0.693355756,0.602441686,438.2435303,43.77647781,13.23004524,6.440999362,POINT (3.870386547 48.67972),2040022150,-6.68E-06,0.006355087,-0.052288739,0.035805065,Warm
S3252,1996,2018,14,Electrofishing_backpack,0,0.722848297,0.026451733,0.224411484,0.379172164,0.279252938,57.93622,12.21413,20198945,93,13.822948,1.315129207,0.42817779,0.015991489,0.75130015,106.4306564,0.318711281,9.152714849,38.83577685,POINT (12.21413 57.93622),2040033320,-7.00E-07,0.154629752,-0.000245042,0.700115585,Intermediate
S7027,1990,2018,14,Electrofishing_backpack,0,0.868580808,0.027709425,0.004619028,0.086871165,0.30190882,63.94459,20.56368,20097723,59,13.842464,0.449983724,0.195559653,-0.059802942,0.044737673,148.0164642,0.405529708,6.109479914,26.13847735,POINT (20.56368 63.94459),2040030110,2.41E-06,0.324423691,-0.004736857,0.74080258,Cold
S4777,2007,2017,5,Electrofishing_partialsection,0,0.81933847,0.117140657,0.019517481,-0.151221082,0.390013806,46.69036,-1.663474669,20461388,40,13.852497,27.33579102,0.533416513,-2.870925903,0.755496875,303.1257019,38.28538895,14.11641122,3.43459709,POINT (-1.663474669 46.69036),2040020320,6.49E-06,0.086410733,-0.087872566,0.462432726,Warm
S5785,1990,2016,8,Electrofishing_backpack,-0.137829462,0.149136309,0.051464239,0.045359708,0.041649315,0.395201403,60.45222,17.61877,20157788,17,13.8992195,4.288072374,0.133361377,-0.136734009,0.156310537,193.9024658,2.913712502,6.937096952,6.521082713,POINT (17.61877 60.45222),2040031500,6.94E-07,0.901538627,,,Cold
S6304,1995,2017,19,Electrofishing,0,0.001840506,-0.006482085,0.672610987,0.075796324,0.00209238,55.4045,-1.813632465,20243452,96,13.907671,11.01516385,0.169645513,1.564493561,0.791699347,158.0065765,37.06011581,9.764166059,3.26316687,POINT (-1.813632465 55.4045),2040048790,2.61E-07,0.401102573,0.027426404,0.465673119,Intermediate
S6314,1993,2017,17,Electrofishing,0,0.223334256,0.005958387,0.623812436,0.064988101,0.001060012,55.41252,-1.817890923,20243452,75,13.907671,10.6315918,0.117633828,2.186834717,0.726095162,158.6839142,36.70972061,9.713861309,3.222035865,POINT (-1.817890923 55.41252),2040048790,-1.67E-07,0.741535244,0,0.89777196,Intermediate
S6857,1998,2018,18,Electrofishing_backpack,0.264921661,0.224731194,0.021801594,0.238924219,-0.296438347,0.005232791,63.79336,19.54952,20101261,129,13.964466,1.380853115,0.31900803,0.022605359,0.879987856,146.1912842,0.514147401,6.12253929,26.64290069,POINT (19.54952 63.79336),2040030110,8.26E-07,0.879572789,0.08528878,0.37109337,Cold
S6859,1986,2018,21,Electrofishing_backpack,0.331831824,0.00087179,0.028170308,0.001843338,-0.131229044,0.003969787,63.79376,19.5516,20101261,129,13.964466,1.379558728,0.014989908,-0.043234584,0.377138203,145.465744,0.638411283,5.934013348,27.13298897,POINT (19.5516 63.79376),2040030110,-4.31E-07,0.739763808,-0.048944982,0.566090262,Cold
S10035,1991,2018,18,Electrofishing,0,0.007727149,0.005689995,0.766964491,0.065478431,0.163102941,54.32203,-3.092746355,20265478,101,14,2.989909871,0.678224693,-3.027825097,0.028309277,531.8370361,39.0068779,9.672366149,12.38724634,POINT (-3.092746355 54.32203),2040048790,-1.15E-07,0.879572789,0.009400941,0.685328556,Intermediate
S10184,2003,2013,6,Electrofishing,0,0.947251954,-0.082746196,0.042960146,0.214468929,0.504618522,54.58964,-3.315091057,20259112,144,14,-11.6758728,0.275757848,4.704650879,0.119470987,127.5531769,2.116250038,9.347709605,10.07651816,POINT (-3.315091057 54.58964),2040048790,-6.00E-07,0.452370361,0.14768817,0.462432726,Intermediate
S10186,2001,2013,6,Electrofishing,0,0.709552296,-0.068292958,0.127203688,0.166954239,0.440429318,54.58112,-3.318607334,20259112,144,14,-12.13227539,0.099508732,-1.406119823,0.760332308,119.7181702,1.576925993,9.348513746,10.01950144,POINT (-3.318607334 54.58112),2040048790,-1.17E-06,0.707114231,-0.266666667,0.308179547,Intermediate
S10583,1996,2018,15,Electrofishing,0,0.750246321,0.013660835,0.090976463,-0.012769509,0.770751256,50.57602,-3.929285949,20360873,389,14,9.537036133,0.081317874,0.052901072,0.49228953,129.2089996,0.307254612,11.97656673,3.026442353,POINT (-3.929285949 50.57602),2040048790,-2.35E-07,0.843085229,0,0.918987241,Intermediate
S1221,1991,2016,6,Electrofishing_backpack,0,0.718061031,0.015402907,0.070698818,0.007252195,0.66515034,56.73798,13.17327,20219708,126,14,0.103796823,0.122852965,0.004107997,0.59680738,32.59899521,0.107110173,9.415519116,7.023592274,POINT (13.17327 56.73798),2040031500,-2.88E-06,0.132854956,,,Intermediate
S1595,2004,2016,6,Electrofishing_partialsection,0,0.905958974,0.012685369,0.760332308,0.022007346,0.408202445,47.73226,3.939649076,20435900,189,14,-14.09166972,0.360121648,-8.578546047,0.03273561,277.1116028,25.34712601,13.22635913,0.5400714,POINT (3.939649076 47.73226),2040022150,-6.85E-07,1,0.095066838,0.707114231,Warm
S1631,1993,2017,6,Electrofishing_backpack,0,0.899318535,0.022600312,0.016147623,0.124870855,0.122938584,57.10253,12.68258,20213038,89,14,0.355739063,0.413686227,-0.010073876,0.907038481,9.889133453,1.239530563,9.315824897,10.64019171,POINT (12.68258 57.10253),2040031500,-3.76E-06,0.259656356,0.047619048,0.540291375,Intermediate
S2580,1991,2018,22,Electrofishing_backpack,0,0.357523165,0.032249541,0.002196722,0.060498971,0.31135584,57.62175,13.77005,20203683,206,14,0.30323932,0.441000829,-0.060155119,0.417930233,22.07375717,0.646361709,8.445217577,4.126531618,POINT (13.77005 57.62175),2040031500,-4.35E-06,0.000715027,-0.015936611,0.462432726,Intermediate
S2723,1985,2018,21,Electrofishing_backpack,0.250675917,0.005649909,0.031941755,0.00204592,0.026346321,0.367362448,57.66875,13.90452,20203683,264,14,0.68048928,0.066028378,-0.05429998,0.406443338,54.48629761,0.933535755,8.3655726,4.106601497,POINT (13.90452 57.66875),2040031500,-3.17E-06,0.109501701,,,Intermediate
S2768,1983,2018,36,Electrofishing_backpack,0,0.489403277,0.024327242,0.004416569,0.024112277,0.338616277,57.6942,13.77941,20203683,298,14,0.566778349,0.032477775,-0.075175427,0.130554407,52.88411331,0.867729723,8.366978073,4.080023042,POINT (13.77941 57.6942),2040031500,-3.09E-06,1.16E-06,0.009830417,0.803088905,Intermediate
S2783,1985,2018,28,Electrofishing_backpack,0,0.116959916,0.032334785,0.000724929,0.01528464,0.652626662,57.705,13.80902,20202517,235,14,0.660150865,0.032783902,-0.062909252,0.247555778,52.94913101,0.853175521,8.232607137,5.431109105,POINT (13.80902 57.705),2040031500,-4.54E-06,0.003242918,0.031878523,0.299445459,Cold
S2965,1984,2018,18,Electrofishing_backpack,0,0.151649804,0.019683714,0.0082548,0.039670793,0.355435775,57.79109,12.62742,20202230,161,14,0.578177316,0.046789521,-0.166096727,0.000428377,87.3170929,1.088772535,9.015112628,9.394810305,POINT (12.62742 57.79109),2040031500,-4.18E-06,0.033909076,0,0.501442175,Intermediate
S3171,1997,2012,10,Electrofishing,0,0.32847873,-0.04034762,0.26035057,-0.017028714,0.958459139,54.3097,-1.136190057,20265221,210,14,9.361298613,0.752641983,-3.357726034,0.685328556,301.7579956,44.51396179,10.54666876,5.156463405,POINT (-1.136190057 54.3097),2040048790,-7.57E-07,0.418961725,,,Intermediate
S4654,1997,2011,8,Electrofishing_backpack,0,0.199621673,-0.01908873,0.692180773,0.036239479,0.751061561,59.37373,12.30042,20174854,199,14,1.16159668,0.037666922,-0.091106224,0.692180773,139.6376953,0.2906124,8.116144284,3.690729786,POINT (12.30042 59.37373),2040033320,-2.55E-06,0.035447893,,,Cold
S4664,1983,2013,15,Electrofishing_backpack,0,0.72137527,0.012882718,0.30783043,0.036488575,0.352587027,59.3826,12.29281,20174854,217,14,0.200999867,0.196451465,-0.019578338,0.414598508,140.1179352,0.370262206,7.925103232,3.394618934,POINT (12.29281 59.3826),2040033320,-5.83E-06,5.29E-06,,,Cold
S5176,1983,2016,6,Electrofishing_partialsection,0,0.64135284,0.029992969,0.01632534,-0.003577165,0.841086722,43.93302,7.174448872,20525995,406,14,2.678385417,0.35803517,-0.618397973,0.09103053,169.8604279,7.576641083,10.78066905,17.94397859,POINT (7.174448872 43.93302),2040016230,6.57E-07,1,,,Intermediate
S565,1999,2014,4,Electrofishing_backpack,0,0.816107572,0.017309579,0.44404364,-0.05420405,0.763203546,56.21666,13.90596,20229510,56,14,2.156053162,0.499461203,-0.753685252,0.752641983,37.31303024,21.81394196,10.23104154,7.613011632,POINT (13.90596 56.21666),2040031500,-5.12E-07,1,,,Intermediate
S7084,1996,2018,19,Electrofishing_backpack,0,0.774923306,0.026647689,0.03939705,-0.028325622,0.917407416,64.08413,20.41807,20095497,101,14,-0.130310059,0.791699347,-0.07599745,0.11305102,136.6144257,0.29052943,5.952090123,27.43529601,POINT (20.41807 64.08413),2040030110,-1.08E-06,0.484107538,-0.069525012,0.190517972,Cold
